Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
10.45,5812.0,restaurants or eating places,the brazil nut cafe,['cafe'],brazil nut cafe,['cafe'],corry pa,Entertainment
13.4,5651.0,family clothing stores,redbubble.com,[],redbubble,[],haslemere gb,Retail Trade
17.94,5947.0,card gift novelty or souvenir shops,canyon de chelly,"['view all', 'visitor center · indn rte ⋅ opens fri', 'hotel · garcia trading post, bia route hotel with dining & a pool', 'near canyon de chelly, chinle, az', 'national park · chinle, azancient site with native american ruins']",canyon de chelly national monument,"['national park in apache county, arizona', 'view all']",chinle az,Entertainment
8.27,5999.0,miscellaneous & specialty stores,military store,"['clothing store · fort huachuca, azclosed ⋅ opens fri', 'near sierra vista, az', 'army & navy surplus shop · fort huachuca, azclosed ⋅ opens fri', 'gun shop · w fry blvdclosed ⋅ opens fri']",apocalypse arms and military surplus,"['gun shop in sierra vista, arizona']",sierra vista az,Retail Trade
28.47,7298.0,beauty or health spas,bodyheat tanning,"['near nevada', 'las vegas, nvopen ⋅ closes']",bodyheat tanning,"['near nevada', 'las vegas, nvopen ⋅ closes']",nv,"Trade, Professional and Personal Services"
136.19,nan,nan,dollar rent a car,"['new york, nyclosed ⋅ opens fri', 'near jersey city, nj', 'mall dr wclosed ⋅ opens fri', 'newark, njcloses soon ⋅']",dollar rent a car,"['new york, nyclosed ⋅ opens fri', 'near washington dc (hagerstown md)', 'jersey city, njclosed ⋅ opens fri', 'newark, njcloses soon ⋅']",jersey city nj,Travel
9.73,5814.0,fast food restaurants,fish grill   wilsh,"['beverly blvd soon ⋅', 'near los angeles, ca', 'wilshire blvdopen ⋅ closes', 'w pico blvdcloses soon ⋅']",fish grill,"['near los angeles, ca', 'beverly blvd soon ⋅', 'w stclosed ⋅ opens fri', 'w pico blvdcloses soon ⋅']",los angeles ca,Entertainment
18.87,5462.0,bakeries,nothing bundt cakes,['bakery'],nothing bundt cakes,['bakery'],phoenix az,Retail Trade
299.95,5999.0,miscellaneous & specialty stores,cutlery and more llc,"['internet shop in east dundee, illinois']",cutlery and more,"['internet shop in east dundee, illinois']",il,Entertainment
3.0,3613.0,microtel inn and suites,microtel inn & suites,"['cartersville, ga', 'near georgia', 'kingsland, ga', 'atlanta, ga']",microtel inn and suites,"['macon, ga', 'near georgia', 'kingsland, ga', 'columbus, ga']",ga,Travel
1.0,5812.0,restaurants or eating places,pedone's pizza of rivi,['pizza restaurant'],pedones pizza and deli,['pizza restaurant'],redondo beach ca,Retail Trade
183.69,nan,nan,penske honda ontar,"['honda dealer in ontario, california']",penske honda,"['honda dealer in ontario, california']",ontario ca,Retail Trade
20.0,5812.0,restaurants or eating places,antonetti's,"['near san diego', 'real estate agent · national city, caopen hours', 'psychotherapist · vista, caclosed ⋅ opens tue']",cece antonetti,"['real estate agent in national city, california']",san diego ca,"Trade, Professional and Personal Services"
90.7,5999.0,miscellaneous & specialty stores,desert penquin cus,[],desert perk,['open in maps'],tucson az,Entertainment
5.59,8011.0,doctors or physicians,seth m hollander md pa,"['allergist in austin, texas']",dr. seth m hollander md,"['allergist in austin, texas']",austin tx,Health and Community Services
79.0,7342.0,disinfecting or exterminating services,pure defense pest,"['pest control service in forsyth county, georgia']",puredefense pest solutions,"['pest control service in forsyth county, georgia']",ga,"Trade, Professional and Personal Services"
38.65,nan,nan,mcmenamis tavern,['bar'],mcmenamins tavern,['bar'],philadelphia pa,Entertainment
238.66,7011.0,lodging hotels motels resorts,mt. peale llc,[],mt peale inn lodge and cabins at mt peale sanctuary and healing center,['lodge'],la sal ut,Travel
26.69,5065.0,electrical parts and equipment,marcanti electric inc,"['electrician in globe, arizona']",marcanti electric and ac,"['electrician in globe, arizona']",globe az,"Trade, Professional and Personal Services"
82.27,7011.0,lodging hotels motels resorts,the sandhurst hotel &,['hotel'],hutchinson island plaza hotel and suites,['hotel'],fort pierce fl,Travel
47.22,nan,nan,marrones delicates,['deli'],marrone delicatessen,['deli'],west grove pa,Retail Trade
50.0,7230.0,barber or beauty shops,salon haven,"['nail salon in peoria, arizona']",salon haven,"['nail salon in peoria, arizona']",peoria az,"Trade, Professional and Personal Services"
112.63,nan,nan,ability recovery,"['debt collection agency in dupont, pennsylvania']",ability recovery services,"['debt collection agency in dupont, pennsylvania']",pa,"Trade, Professional and Personal Services"
165.64,nan,nan,academic alliance,"['skin care clinic in tarpon springs, florida']",academic alliance,"['skin care clinic in tarpon springs, florida']",tarpon spring fl,Health and Community Services
48.9,nan,nan,kisch oil company,"['oil & natural gas company in dayton, minnesota']",kisch oil,"['oil & natural gas company in dayton, minnesota']",maple grove mn,Services to Transport
104.62,5944.0,clock jewelry silverware or watch stores,new grand jewellery,"['jewelry store in hong kong', 'view all']",new grand mart,"['view all', 'grocery store']",hong kong hk,Retail Trade
124.01,nan,nan,kinley golf sales,"['sporting goods store in des moines, iowa']",kinleys golf and bowling sales,"['sporting goods store in des moines, iowa']",des moines ia,Retail Trade
8.31,5812.0,restaurants or eating places,emerald grande vista g,['bar & grill'],grande vista bar and grill,['bar & grill'],destin fl,Entertainment
5.63,5541.0,gas/service stations with/without ancillary services,elmhurst bp,"['e butterfield rdclosed ⋅ opens', 'near elmhurst, il', 'n york stopen', 'des plaines, ilclosed ⋅ opens']",bp,"['e butterfield rdclosed ⋅ opens', 'near elmhurst, il', 'n york stopen', 'des plaines, ilclosed ⋅ opens']",elmhurst il,Services to Transport
20.0,8042.0,ophthalmologists or optometrists,fashion eye center,"['n oracle rd ⋅ opens fri', 'near tucson, az', 'e broadway blvdclosed ⋅ opens fri']",fashion eye center,"['n oracle rd ⋅ opens fri', 'near tucson, az', 'e broadway blvdclosed ⋅ opens fri']",tucson az,Health and Community Services
16.78,5994.0,news dealers and newsstands,bngd #,[],bngd #,[],bangor me,Retail Trade
53.3,7922.0,theatrical producers (excl motion pictures) ticket agencies,tm *colorado rockies,[],colorado rockies,[],ca,Retail Trade
8.0,5993.0,cigar stores and stands,smoke break,"['tobacco shop in harrisville, utah']",smoke break,"['tobacco shop in harrisville, utah']",harrisville ut,Retail Trade
24.94,5812.0,restaurants or eating places,sand dunes recreation,['public swimming pool'],sand dunes swimming pool and rv park,[],hooper co,Entertainment
19.34,5813.0,alcoholic beverages drinking places - bars nightclubs etc,harmony liquors,['liquor store'],harmony liquors,['liquor store'],fort collins co,Retail Trade
89.3,5532.0,automotive tire stores,conrads westlake,"['tire shop in westlake, ohio']",conrads tire express and total car care,"['tire shop in westlake, ohio']",westlake oh,Services to Transport
237.0,8931.0,accounting bookkeeping or auditing services,higginson & morrell pc,"[""stereotactic lesion in the forel's field h: a …godinho · cited by"", 'certified public accountant in millcreek, utah', 'changes in p bioavailability induced by the application …bertrand · cited by', 'scholar.google.com › citations', 'resulting trustschambers · cited by']",higginson morrell and hatch p.c,"['certified public accountant in millcreek, utah']",ut,"Trade, Professional and Personal Services"
40.0,nan,nan,popperista,['popcorn store'],popperista gourmet popcorn,['popcorn store'],elkhorn ne,Retail Trade
8.52,5813.0,alcoholic beverages drinking places - bars nightclubs etc,milliken liquors,['liquor store'],milliken liquors,['liquor store'],milliken co,Retail Trade
34.95,4816.0,computer network/info svcs,aircell*gogo inflight,[],gogo inflight,[],il,"Trade, Professional and Personal Services"
28.45,5999.0,miscellaneous & specialty stores,the weed patch,"['store in mason county, washington']",the wave,"['internet service provider in bothell, washington']",bothell wa,"Trade, Professional and Personal Services"
10.0,nan,nan,sq *positive touch,"['gas station in high point, north carolina']",tranquil touch,"['spa in high point, north carolina']",high point nc,"Trade, Professional and Personal Services"
70.0,5941.0,sporting goods stores,waka kickball,[],waka kickball,[],va,Retail Trade
22.0,5251.0,hardware stores,vashon true value hdw,"['near vashon, wa', 'hardware store · sw bank rdclosed ⋅ opens fri', 'auto repair shop · sw stclosed ⋅ opens fri']",vashon true value hardware,"['near vashon, wa', 'hardware store · sw bank rdclosed ⋅ opens fri', 'auto repair shop · sw stclosed ⋅ opens fri']",vashon wa,Property and Business Services
32.2,5812.0,restaurants or eating places,sushi wok exp,"['· $$sushi · ocean avecloses soon ⋅', '· $$asian fusion · s coast hwycloses soon ⋅', 'near laguna beach', '· $$sushi · coast hwycloses soon ⋅']",sushi wok,"['· $$asian fusion · s coast hwycloses soon ⋅', '· $$sushi · ocean avecloses soon ⋅', '· $$sushi · coast hwycloses soon ⋅', 'near laguna beach, ca']",laguna beach ca,Entertainment
128.0,nan,nan,shear steel salon,"['· hair mc cart aveclosed ⋅ opens fri', '· hair nw st ⋅ opens fri', 'near fort worth, tx', '· hair alston aveclosed ⋅ opens fri']",shear steel salon,"['· hair mc cart aveclosed ⋅ opens fri', '· hair barden st ⋅ opens fri', 'near fort worth, tx', '· hair alston aveclosed ⋅ opens fri']",fort worth tx,"Trade, Professional and Personal Services"
25.0,5541.0,gas/service stations with/without ancillary services,yonsue gas station,"['gas stationpuerto ricoopen hours', 'near moca, puerto rico', 'gas', 'gas hours']",yonsue gas station,"['gas stationpuerto ricoopen hours', 'near moca, puerto rico', 'gas', 'gas hours']",moca pr,Services to Transport
7.95,5814.0,fast food restaurants,the parkwood cafe,[],the parkwood home,"['lodging · parkwood cir se', 'home health care service · parkwood cir se ste ⋅ opens fri', 'near parkwood ln nw, atlanta, ga', 'custom home builder · glenridge drclosed ⋅ opens fri']",atlanta ga,Health and Community Services
75.0,7230.0,barber or beauty shops,kerry dias sanchez,['view all'],kerry dias sanchez,['view all'],mesa az,"Trade, Professional and Personal Services"
3.88,nan,nan,rdu panoplis,['sandwich shop'],panopolis,['sandwich shop'],raleigh nc,Entertainment
40.0,8021.0,dentists or orthodontists,mtn shadows family dnt,"['dentist in colorado springs, colorado']",mountain shadows family dentistry,"['dentist in colorado springs, colorado']",colorado spri co,Health and Community Services
20.0,nan,nan,picnic nail & spa,"['· nail main stclosed ⋅ opens fri', 'near brewster, ny', '· nail ste ⋅ opens fri', '· nail f, independent wayclosed ⋅ opens fri']",happy nails,"['nail salon in putnam county, new york']",brewster ny,"Trade, Professional and Personal Services"
14.97,5499.0,misc food stores - specialty markets & convenience,therawchef,['view all'],the raw chef,[],gb,Retail Trade
9.53,nan,nan,piesanos stone fir,"['near gainesville, fl', 'nw stclosed ⋅ opens fri', 'sw st ⋅ opens fri', 'w university avecloses soon ⋅']",piesanos stone fired pizza,"['near gainesville, fl', 'nw stclosed ⋅ opens fri', 'sw st ⋅ opens fri', 'w university avecloses soon ⋅']",gainesville fl,Entertainment
90.1,nan,nan,weston hills count,"['country club in weston, florida']",weston hills country club,"['country club in weston, florida']",weston fl,Entertainment
20.0,nan,nan,bart bay fair,"['view all', 'subway station in ashland, california']",bay fair,"['subway station in ashland, california']",ca,Services to Transport
28.54,5999.0,miscellaneous & specialty stores,sq *whos on first spo,[],whos on first,[],ca,Entertainment
25.95,nan,nan,arc stores,"['thrift store in chico, california']",the arc,"['thrift store in chico, california']",chico ca,Retail Trade
67.5,5193.0,florist supplies nursery stock and flowers,san juan gardens inc,"['garden center in montrose county, colorado']",san juan gardens,"['garden center in montrose county, colorado']",montrose co,"Trade, Professional and Personal Services"
3.75,5462.0,bakeries,crumbs calabasas llc,"['bakery in calabasas, california']",crumbs bake shop,['bakery'],calabasas ca,Retail Trade
17.68,5993.0,cigar stores and stands,osage cigar co.,['tobacco shop'],osage cigar,"['cigar shop · osage beach pkwyclosed ⋅ opens fri', 'vaporizer store · osage beach pkwy suite dclosed ⋅ opens fri', 'cigar shop · lake ozark, moclosed ⋅ opens fri', 'near osage cigar co., osage beach, mo']",mo,Retail Trade
24.95,5947.0,card gift novelty or souvenir shops,witch tee's,"['t-shirt store in salem, massachusetts']",witch tees,"['t-shirt store in salem, massachusetts']",salem ma,Retail Trade
25.72,5251.0,hardware stores,e s hubbert and son in,"['hardware store in cambridge, maryland']",e s hubbert and son,"['hardware store in cambridge, maryland']",cambridge md,"Trade, Professional and Personal Services"
