Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
25.69,5542.0,automated fuel dispensers,fowler's bp,['convenience store'],bp,"['austin, mnclosed ⋅ opens', 'n broadway aveopen', 'near spring valley, mn', 'e market st']",spring valley mn,Services to Transport
134.4,nan,nan,eye and vision car,"['optometrist in goleta, california']",eye and vision care,"['optometrist in goleta, california']",santa barbara ca,Health and Community Services
64.18,nan,nan,holly brook farms,"['garden center in wall township, new jersey']",holly brook farms and garden center,"['garden center in wall township, new jersey']",wall township nj,Retail Trade
233.2,5941.0,sporting goods stores,boyne country sports t,"['outdoor clothing and equipment shop in traverse city, michigan']",boyne country sports,"['outdoor clothing and equipment shop in traverse city, michigan']",traverse city mi,Retail Trade
31.48,5995.0,pet shops pet foods and supplies stores,"wee fishie shoppe, llc",[],wee fishie shoppe,"['cannabis store in juneau, alaska', 'pet store in juneau, alaska']",juneau ak,Retail Trade
42.0,nan,nan,dr bruce a dye dc,"['chiropractor in spencer, west virginia']",bruce a. dye chiropractor,"['chiropractor in spencer, west virginia']",spencer wv,Health and Community Services
3.64,nan,nan,perdido beach bp,"['n davis hwyopen', 'e cervantes', 'interlaken st', 'near pensacola, fl']",bp,"['n davis hwyopen', 'e cervantes', 'near pensacola, fl']",pensacola fl,Services to Transport
96.52,5947.0,card gift novelty or souvenir shops,valleyview visitor's c,"['elementary school in richmond, california', 'view all']",valleyview visitor's c,"['elementary school in richmond, california', 'view all']",valleyview cd,Retail Trade
30.0,8011.0,doctors or physicians,hydesibleyferraraglass,['view all'],hydesibleyferraraglass,['view all'],scottsdale az,Health and Community Services
4.95,5814.0,fast food restaurants,d ambrosio gelato,['ice cream shop'],dambrosio gelato,['ice cream shop'],seattle wa,Entertainment
143.44,7392.0,management public relations or consulting services,secure bookings,[],secure bookings,[],paris  fr,Property and Business Services
46.0,nan,nan,rose perpich dds,"['dentist in oak park heights, minnesota']",stillwater family dental,"['dentist in oak park heights, minnesota']",oak park mn,Health and Community Services
28.49,5399.0,general merchandise or convenience food stores,m nieto inc,"['department store in presidio, texas']",miguel nieto department,"['department store in presidio, texas']",presidio tx,Retail Trade
530.22,6513.0,real estate agents and managers-rentals,greens az c:cp,['middle eastern restaurant'],greens az c:cp,['middle eastern restaurant'],chandler az,"Trade, Professional and Personal Services"
12.59,5814.0,fast food restaurants,chili s to go,"['tex-mex n dale mabry hwyclosed ⋅ opens', 'tex-mex w hillsborough aveclosed ⋅ opens', 'near chilis to go, bessie coleman blvd, tampa, fl']",chilis grill and bar,"['e fowler aveclosed ⋅ opens', 'near tampa, fl', 'w hillsborough aveclosed ⋅ opens', 'n dale mabry hwyclosed ⋅ opens']",tampa fl,Entertainment
36.25,5812.0,restaurants or eating places,mcgraths publick fish,[],mcgraths fish house,[],layton ut,Entertainment
25.0,nan,nan,in style design,"['beauty salon in orlando, florida']",instyle design,"['beauty salon in orlando, florida']",orlando fl,"Trade, Professional and Personal Services"
60.0,nan,nan,grove fitness,"['fitness center in boise, idaho']",grove fitness club and spa,"['fitness center in boise, idaho']",boise id,Health and Community Services
15.0,8398.0,charitable or social services organizations,boys town   future/rec,[],boys,['village in nebraska'],ne,"Trade, Professional and Personal Services"
9.0,nan,nan,dylan's burritos,['mexican restaurant'],dylans burritos,['mexican restaurant'],midland tx,Entertainment
3.1,nan,nan,cupprimo llc,['bakery'],cupprimo,['bakery'],austin tx,Retail Trade
9.5,nan,nan,nelson a. hernande,"['doctor in cape coral, florida']",nelson hernandez pa,"['doctor in cape coral, florida']",cape coral fl,Health and Community Services
3.58,nan,nan,brazos bend home&,['gas station'],brazos bend home and ranch,['gas station'],needville tx,Retail Trade
20.0,5541.0,gas/service stations with/without ancillary services,jb farmers convenience,['convenience store'],farmers convenience,['convenience store'],maricopa az,Retail Trade
7.49,5812.0,restaurants or eating places,wake & bake cafe,['sandwich shop'],wake and bake cafe,['sandwich shop'],moab ut,Entertainment
14.09,5733.0,music stores musical instruments pianos sheet music,out on a string,"['musical instrument store in gilbert, arizona']",out on a string,"['musical instrument store in gilbert, arizona']",gilbert az,Retail Trade
42.0,nan,nan,les yeux du monde,"['art gallery in albemarle county, virginia']",les yeux du monde,"['art gallery in albemarle county, virginia']",va,Retail Trade
40.0,7399.0,business services (nec),emerald/ self storag,"['self-storage facility · red hill aveclosed ⋅ opens fri', 'near costa mesa, ca', 'self-storage facility · pullman stclosed ⋅ opens fri', 'self-storage facility · harbor blvdclosed ⋅ opens fri']",stor it self storage costa mesa,"['self-storage facility in costa mesa, california']",costa mesa ca,"Trade, Professional and Personal Services"
23.2,nan,nan,lucio,['italian restaurant'],william van,"['law firm · courthouse rd', 'view all', 'county government office · courthouse rd ⋅ opens', 'museum · horse landing rdclosed ⋅ opens sun', 'near king william']",king william va,"Trade, Professional and Personal Services"
35.0,8398.0,charitable or social services organizations,sun sounds of arizona,"['near arizona', 'tucson, az', 'tempe, azclosed ⋅ opens fri']",sun sounds of arizona,"['near arizona', 'tucson, az', 'tempe, azclosed ⋅ opens fri']",az,Retail Trade
103.08,742.0,veterinary services,pbs hot springs animal,['view all'],south springs animal hospital,"['veterinarian in chaves county, new mexico']",nm,Health and Community Services
59.09,nan,nan,lahaina pizza,['pizza restaurant'],lahaina pizza company,['pizza restaurant'],lahaina hi,Entertainment
77.84,5499.0,misc food stores - specialty markets & convenience,newfoundland and labra,"[""music store in st. john's, newfoundland and labrador""]",st. johns club,"['view all', 'album', 'boutique hotel in plymouth township, michigan']",st. john's cd,Entertainment
2.97,5541.0,gas/service stations with/without ancillary services,pagosa conoco,['convenience store'],conoco,['convenience store'],pagosa spring co,Services to Transport
153.5,4225.0,public warehousing-farm prod refridgerat,mesa centerpointe plaz,"['plaza · e main stclosed ⋅ opens fri', 'shopping mall · w main stcloses soon ⋅', 'near mesa, az', 'city government office · e main stclosed ⋅ opens mon']",mesa grand shopping center,"['shopping mall in mesa, arizona']",mesa az,"Trade, Professional and Personal Services"
146.97,5912.0,pharmcies or drug stores,dspharmacy bioscrip,"['pharmacysylvania, ohopen hours', 'pharmacydublin, ohopen hours', 'pharmacycanfield, ohopen hours', 'location unknown']",bioscrip infusion services,"['near morrow county, or', 'sylvania, ohopen hours', 'canfield, ohopen hours', 'dublin, ohopen hours']",oh,Retail Trade
17.92,7523.0,automobile parking or parking lots,spaq / d'youville,[],spaq / d'youville,[],quebec cd,Services to Transport
7.5,5812.0,restaurants or eating places,elevated coffee,['coffee shop'],elevated coffee,['coffee shop'],portland or,Entertainment
5.82,nan,nan,jazzman south dfw,"['view all', 'airport in texas']",jazzman,"['cafe', 'view all', 'airport in texas']",dfw airport tx,Retail Trade
49.3,5812.0,restaurants or eating places,pizza a metro,['italian restaurant'],pizza a metro,['italian restaurant'],phoenix az,Entertainment
141.57,7299.0,misc personal services not elsewhere classified,doma,"['cafechicago, ilclosed ⋅ opens fri', 'near illinois', 'travel agencychicago, ilclosed ⋅ opens fri', 'travel agencychicago, ilclosed ⋅ opens sat']",doma,"['cafechicago, ilclosed ⋅ opens fri', 'near illinois', 'travel agencychicago, ilclosed ⋅ opens fri', 'travel agencychicago, ilclosed ⋅ opens sat']",chicago il,"Trade, Professional and Personal Services"
20.9,5631.0,women's accessory and specialty shops,market boutique on mai,"['boutique in oshkosh, wisconsin']",market boutique on main,"['boutique in oshkosh, wisconsin']",oshkosh wi,Retail Trade
76.0,nan,nan,hoogeveen chiropra,"['chiropractor in bellevue, nebraska']",hoogeveen chiropractic wellness center,"['chiropractor in bellevue, nebraska']",ne,Health and Community Services
21.93,5812.0,restaurants or eating places,back burner family res,['breakfast restaurant'],backburner family restaurant,['breakfast restaurant'],prescott vall az,Entertainment
10.01,nan,nan,spires ontario,['diner'],spires restaurant,['diner'],ontario ca,Entertainment
20.0,nan,nan,mta mvm liberty av,[],mta,"['twitter • day ago', 'corporation', 'twitter • hours ago', 'mass transportation system', 'twitter • days ago', 'corporation · new.mta.info']",ny,Travel
15.95,5812.0,restaurants or eating places,lenny & joe's fish tal,['seafood restaurant'],lenny and joes fish tale,['seafood restaurant'],westbrook ct,Entertainment
88.0,5691.0,men's and women's clothing stores,affliction/sinful,"['clothing store in seal beach, california']",affliction clothing,"['clothing store in seal beach, california']",seal beach ca,Retail Trade
37.65,5541.0,gas/service stations with/without ancillary services,janos comercial est,[],downtown kitchen cocktails,['view all'],janos chih mx,Entertainment
13.15,nan,nan,beal ba,"['air base in yuba county, california']",beal,[],beale afb ca,"Trade, Professional and Personal Services"
70.2,5921.0,liquor wine package or beer stores,de biertempel,['beer store'],de biertempel,['beer store'],brussel be,Retail Trade
80.0,8931.0,accounting bookkeeping or auditing services,complete office spprt,"['exercise equipment storecolumbus, ohclosed ⋅ opens', 'discount storegahanna, ohclosed ⋅ opens', 'near columbus oh, oh', 'view all', 'office supply storecolumbus, ohclosed ⋅ opens']",complete office,"['office furniture store · waco, txclosed ⋅ opens fri', 'office equipment supplier · el paso, txclosed ⋅ opens fri', 'print shop · garland, txtemporarily closed', 'near texas']",tx,Retail Trade
38.16,5812.0,restaurants or eating places,del charro,['restaurant'],del charro,['restaurant'],santa fe nm,Entertainment
61.65,5921.0,liquor wine package or beer stores,belgrade liquor inc,['liquor store'],belgrade liquor,['liquor store'],belgrade mt,Retail Trade
3.39,nan,nan,kootenai medical c,['open in maps'],kootenai clinic family medicine residency,"[""family practice physician in coeur d'alene, idaho""]",coeur d alene id,Health and Community Services
25.0,5812.0,restaurants or eating places,risky's sports bar &,['sports bar'],riskys sports bar and grill,['sports bar'],lincoln ne,Entertainment
75.53,nan,nan,sushi yu and mi,['sushi restaurant'],yu mi sushi,['sushi restaurant'],beverly hills ca,Entertainment
21.34,5814.0,fast food restaurants,empire buffet of las c,"['· $$buffet · e griggs aveclosed ⋅ opens fri', '· $chinese · n main stclosed ⋅ opens fri', 'near las cruces, nm', '· $chinese · mesilla valley mall, s telshor blvd ⋅ opens fri']",panda buffet,['buffet restaurant'],las cruces nm,Entertainment
308.67,7538.0,automotive service shops (non-dealer),hulinsky`s tire & lube,"['tire shop in tabernash, colorado']",hulinskys tire and lube,"['tire shop in tabernash, colorado']",tabernash co,Services to Transport
22.57,nan,nan,no fear northridge,"['clothing store in salinas, california']",no fear,"['view all', 'clothing store in salinas, california']",salinas ca,Retail Trade
48.0,7399.0,business services (nec),webex  *webex.com,[],webex  *webex.com,[],ca,Property and Business Services
12.55,nan,nan,gillie's,"['vegetarian restaurant', 'view all']",gillies,"['vegetarian restaurant', 'view all']",blacksburg va,Entertainment
35.0,nan,nan,j nails,"['near tucson, az', '· nail e broadway blvdclosed ⋅ opens fri', '· nail e broadway blvd # ⋅ opens fri', '· nail n ave ⋅ opens fri']",nails today,"['nail salon in tucson, arizona']",tucson az,"Trade, Professional and Personal Services"
31.65,5411.0,grocery stores or supermarkets,wilson's yig #,"['grocery store', 'view all']",wilsons,['grocery store'],ottawa cd,"Trade, Professional and Personal Services"
15.11,5814.0,fast food restaurants,lindys restaurant,['diner'],lindys restaurant,['diner'],albuquerque nm,Entertainment
13.0,8042.0,ophthalmologists or optometrists,desert view vision eas,"['eye care center in phoenix, arizona']",desert view vision,"['eye care center in phoenix, arizona']",phoenix az,Health and Community Services
10.58,nan,nan,top chef's restaur,"['· $chinese · ⋅ opens', '· $chinese · sw aveclosed ⋅ opens', 'seafood · sw aveclosed ⋅ opens', 'near north lauderdale, fl']",bistro creole restaurant,['haitian restaurant'],north lauderd fl,Entertainment
50.0,nan,nan,camp ida haven,"['camp in valley county, idaho']",yogi bears jellystone park camp resort,"['near columbus oh, oh', 'campground · south haven, mi']",mi,Travel
45.0,8220.0,universities colleges sr colleges or professional schools,msu alumni assoc,"['association in east lansing, michigan']",msu,"['land-grant university in east lansing, michigan']",mi,Travel
