Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
42.0,5999.0,miscellaneous & specialty stores,mini kids lc,"['day care center · s state stclosed ⋅ opens fri', 'near orem, ut', 'view all', 'child care agency · n wclosed ⋅ opens fri', 'day care center · w nclosed ⋅ opens fri']",mini,"['e university pkwy ⋅ opens fri', 'near orem, ut', 'e nclosed ⋅ opens fri', 's state stclosed ⋅ opens fri']",orem ut,Retail Trade
11.97,5733.0,music stores musical instruments pianos sheet music,village music world,"['media consultant in new york city, new york']",village music world,"['media consultant in new york city, new york']",new york ny,Retail Trade
41.68,nan,nan,flower land,"['florist in valentine, nebraska']",flower land,"['florist in valentine, nebraska']",ne,Retail Trade
55.61,nan,nan,browns tool compan,"['machine shop in rising sun, indiana']",browns hardware,"['hardware store in falls church, virginia']",va,Retail Trade
3.61,nan,nan,starbox donuts,"['coffee gulfgate center mallcloses soon ⋅', 'donut telephone rd suite ftemporarily closed', 'donut louetta rd # eclosed ⋅ opens fri', 'near houston, tx']",star box donuts,['donut shop'],houston tx,Retail Trade
9.13,5499.0,misc food stores - specialty markets & convenience,bj's market,['convenience store'],bjs star city market,['convenience store'],winnemucca nv,Retail Trade
44.45,7230.0,barber or beauty shops,amber mcconnell,[],amber mcconnell,[],hiawatha ia,"Trade, Professional and Personal Services"
9.97,5968.0,continuity/subscription merchant,gjp*inc,[],gjp*inc,[],ny,Property and Business Services
68.98,nan,nan,lamberts downtown,"['view all', 'restaurant']",lamberts,"['view all', 'restaurant']",austin tx,Entertainment
11.65,5812.0,restaurants or eating places,hilton lisle f/b,['hotel'],hilton lisle naperville,['hotel'],lisle il,Travel
112.69,nan,nan,astrol premium lub,"['oil change service in nyack, new york']",castrol premium lube express,"['oil change service in nyack, new york']",nyack ny,Services to Transport
140.0,nan,nan,sovana bistro,['mediterranean restaurant'],sovana bistro,['mediterranean restaurant'],kennett squar pa,Entertainment
179.03,5631.0,women's accessory and specialty shops,alaya,"[""women's clothing store in san francisco, california""]",alaya,"[""women's clothing store in san francisco, california""]",san francisco ca,Retail Trade
230.0,7230.0,barber or beauty shops,cirrus,"['flight school · san carlos, caclosed ⋅ opens fri', 'photo shop · belvedere tiburon, catemporarily closed', 'optician', 'near san francisco, ca']",cirrus,"['flight school · san carlos, caclosed ⋅ opens fri', 'photo shop · belvedere tiburon, catemporarily closed', 'optician', 'near san francisco, ca']",san francisco ca,"Trade, Professional and Personal Services"
15.53,nan,nan,tapioca and tea,['cafe'],tapioca and tea,['cafe'],elk grove ca,Entertainment
4.0,nan,nan,hastings keno spor,['restaurant'],hastings keno sports bar grill,['restaurant'],hastings ne,Entertainment
28.35,nan,nan,rfcsawgrass mills,['restaurant'],rainforest cafe,"['view all', 'restaurant']",sunrise fl,Entertainment
5.01,nan,nan,dl tobacco,"['tobacco shop in detroit lakes, minnesota']",d l tobacco,"['tobacco shop in detroit lakes, minnesota']",detroit lakes mn,Retail Trade
30.0,5542.0,automated fuel dispensers,st louis west tc,"['near foristell, mo', 'truck stop · n service rdopen hours', 'truck dealer · n service rdopen ⋅ closes', 'fairground · w meyer rdclosed ⋅ opens sat']",st louis fo,['driving directions'],foristell mo,Communication Services
8.98,5813.0,alcoholic beverages drinking places - bars nightclubs etc,lodo's bar & grill wm,['bar & grill'],lodos bar and grill,['bar & grill'],westminster co,Entertainment
82.12,7216.0,dry cleaners,lonetree cleaners,"['dry cleaner in lone tree, colorado']",lone tree cleaners,"['dry cleaner in lone tree, colorado']",lonetree co,"Trade, Professional and Personal Services"
72.8,5712.0,furniture home furnishings & equip stores excl appliances,simply wall clocks,['view all'],simply wall clocks,['view all'],nj,Retail Trade
29.17,nan,nan,holmes stamp & sig,"['view all', 'office supply store in jacksonville, florida']",holmes custom,"['office supply store in jacksonville, florida']",jacksonville fl,Retail Trade
21.8,7216.0,dry cleaners,coloradan deluxe clean,"['dry cleaner in centennial, colorado']",coloradan deluxe cleaners,"['dry cleaner in centennial, colorado']",littleton co,"Trade, Professional and Personal Services"
17.3,nan,nan,sangam inc,['grocery store'],sangam indian grocery and spices,['grocery store'],yonkers ny,Retail Trade
23.46,nan,nan,plow hearth raleig,"['home goods store in raleigh, north carolina']",plow and hearth,"['home goods store in raleigh, north carolina']",raleigh nc,Retail Trade
37.93,5812.0,restaurants or eating places,saguaro's mexican food,['taco restaurant'],saguaros mexican food,['taco restaurant'],san diego ca,Entertainment
29.98,nan,nan,maggies south hill,['american restaurant'],south hill grill,['american restaurant'],spokane wa,Entertainment
2.11,nan,nan,cummins shorev,"['view all', 'business center in shoreview, minnesota']",cummins power systems,"['business center in shoreview, minnesota']",shoreview mn,Property and Business Services
61.78,5812.0,restaurants or eating places,webber's tavern inc,['seafood restaurant'],webbers waterfront restaurant,['seafood restaurant'],erie mi,Entertainment
5.45,5812.0,restaurants or eating places,sno flake drive in,['american restaurant'],sno flake drive in,['american restaurant'],south lake ta ca,Entertainment
86.81,8999.0,professional services (nec),cns notary,['view all'],colorado notary solutions,"['· notary publichighlands ranch, coclosed ⋅ opens fri', '· notary publicclosed ⋅ opens fri', 'near colorado']",co,"Trade, Professional and Personal Services"
43.8,5599.0,automotive dealers,polaris suzuki,"['near cheyenne, wy', 'service rdclosed ⋅ opens fri', 'westland rdclosed ⋅ opens fri']",borderline power sports,"['motorsports store in laramie county, wyoming']",cheyenne wy,Retail Trade
23.54,5812.0,restaurants or eating places,rosies little italy in,['italian restaurant'],rosies,"['family restaurant in woodland, washington', 'italian restaurant']",in,Entertainment
0.99,7399.0,business services (nec),google *wavplayer,[],google.com,[],google.com/ch ca,Property and Business Services
6.69,5977.0,cosmetic stores,state beauty supply,"['hinton, wvclosed ⋅ opens fri', 'harrisonburg, vaclosed ⋅ opens fri', 'near washington dc (hagerstown md)', 'trenton, njclosed ⋅ opens fri']",state beauty supply,"['colorado springs, coclosed ⋅ opens fri', 'westminster, coclosed ⋅ opens fri', 'near morrow county, or', 'centennial, coclosed ⋅ opens fri']",co,Retail Trade
134.16,5691.0,men's and women's clothing stores,www.ivrog.com,['view all'],www.ivrog.com,['view all'],hangzhou cn,Retail Trade
13.75,nan,nan,dylans on th,['bar & grill'],dylans bar and grill,['bar & grill'],port arthur tx,Entertainment
3.75,nan,nan,superspra car wash,"['self service car wash in holladay, utah']",superspra car wash,"['self service car wash in holladay, utah']",holladay ut,Services to Transport
42.5,5542.0,automated fuel dispensers,kaushal inc,['view all'],kaushal arco ampm seattle wa,"['martin luther king jr way sopen hours', 'delridge way swopen hours', 'near seattle, wa', 'n stopen hours']",seattle wa,Services to Transport
13.67,nan,nan,bristol food mart,['convenience store'],bristol food mart,['convenience store'],bristol ri,Retail Trade
18.95,5812.0,restaurants or eating places,la mejor mexican f,['mexican restaurant'],la mejor mexican food visalia,['mexican restaurant'],visalia ca,Entertainment
72.92,nan,nan,chama trails inn,['hotel'],chama trails inn,['hotel'],chama nm,Travel
21.29,5921.0,liquor wine package or beer stores,l & m liquors,['liquor store'],l and m liquors,['liquor store'],port orange fl,Retail Trade
1.66,5814.0,fast food restaurants,joes market,['deli'],joes market,['deli'],minneapolis mn,Retail Trade
66.95,nan,nan,robert christians,['restaurant'],robert christians restaurant,['restaurant'],pocono lake pa,Entertainment
302.01,nan,nan,cascade pet camp l,"['kennel in hood river county, oregon']",cascade pet camp,"['kennel in hood river county, oregon']",hood river or,"Trade, Professional and Personal Services"
27.98,5533.0,automotive parts accessories stores,streetracerparts.com,[],streetracerparts.com,[],ca,Retail Trade
10.96,nan,nan,kiwis fishnchips a,['restaurant'],kiwis fish and chips and meat pies,['restaurant'],twin falls id,Entertainment
26.84,5691.0,men's and women's clothing stores,"double \h\"" western wea""",['western apparel store'],double h,['western apparel store'],salem or,Retail Trade
12.0,8011.0,doctors or physicians,pbc wilmot,"['medical laboratory in tucson, arizona', 'view all']",pbc,"['university in phoenix, arizona']",az,Health and Community Services
6.25,nan,nan,tccanoes cabaret,['live music venue'],canoes cabaret at tulalip resort casino,['live music venue'],tulalip wa,Entertainment
35.62,5065.0,electrical parts and equipment,ambient weather,"['weather forecast service in chandler, arizona']",ambient weather,"['weather forecast service in chandler, arizona']",az,Retail Trade
96.39,5812.0,restaurants or eating places,ciao italian restauran,['italian restaurant'],ciao,['italian restaurant'],st. kitts kn,Entertainment
7.4,5812.0,restaurants or eating places,shakey s delivery gprs,"['sen. gil j. puyat aveopen ⋅ closes', 'view all', 'near makati, metro manila, philippines', 'makati square, gf, chino roces aveopen hours', 'edsa corner graciaopen ⋅ closes']",shakey s delivery gprs,"['sen. gil j. puyat aveopen ⋅ closes', 'view all', 'near makati, metro manila, philippines', 'makati square, gf, chino roces aveopen hours', 'edsa corner graciaopen ⋅ closes']",makati city ph,Entertainment
52.0,nan,nan,deer run art & art,"['antique store in cambria, california']",deer run art and artifacts,"['antique store in cambria, california']",cambria ca,Retail Trade
93.87,7538.0,automotive service shops (non-dealer),tonto motor works,"['auto repair shop in the tonto basin, arizona']",tonto motor works,"['auto repair shop in the tonto basin, arizona']",tonto basin az,Services to Transport
30.08,nan,nan,bp  holcomb br,"['holcomb bridge rdclosed ⋅ opens fri', 'holcomb bridge rdopen', 'near roswell, ga']",bp,"['alpharetta, gaopen', 'holcomb bridge rdclosed ⋅ opens fri', 'holcomb bridge rdopen', 'near roswell, ga']",roswell ga,Services to Transport
53.0,7299.0,misc personal services not elsewhere classified,sq *ruby foster,[],sq *ruby foster,[],lake montezum az,"Trade, Professional and Personal Services"
160.0,nan,nan,konica minolta bus,"['dublin, ohclosed ⋅ opens fri', 'westerville, ohclosed ⋅ opens fri', 'near columbus oh, oh', 'groveport, ohclosed ⋅ opens fri']",konica minolta business solutions,"['windsor, ctclosed ⋅ opens fri', 'near connecticut', 'milford, ct', 'shelton, ctclosed ⋅ opens fri']",ct,Property and Business Services
25.07,7033.0,campgrounds or trailer parks,sandcreek rv park,"['rv park in wayne county, utah']",sandcreek rv park,"['rv park in wayne county, utah']",torrey ut,Travel
60.0,7230.0,barber or beauty shops,kathy dow,['view all'],kathy metz dow,['view all'],tempe az,"Trade, Professional and Personal Services"
13.62,5411.0,grocery stores or supermarkets,st johns hometown i,"['rv park · w st s', 'near st johns, az', '· $$hardware store · w cleveland stcloses soon ⋅', 'movie theater · w cleveland st']",st johns unified district,['school district'],st johns az,Retail Trade
27.0,7230.0,barber or beauty shops,the jade nails,"['nail salon in tucson, arizona']",jade nails,"['nail salon in tucson, arizona']",tucson az,"Trade, Professional and Personal Services"
28.7,5812.0,restaurants or eating places,sequim,"['twitter • days ago', 'twitter • day ago', 'twitter • hour ago', 'twitter • hours ago', 'city in washington state']",sequim,"['twitter • days ago', 'twitter • day ago', 'twitter • hour ago', 'twitter • hours ago', 'city in washington state']",sequim wa,Entertainment
23.47,5943.0,stationery stores office & school supply stores,ecc*dss disc sch suppl,[],ecc,"['community college in alondra park, california']",ca,Retail Trade
19.9,nan,nan,miami postal pack,"['mailing service in north miami, florida']",miami postal pack and ship,"['mailing service in north miami, florida']",miami fl,Communication Services
26.93,5969.0,direct marketers (nec),folkcraft instruments,"['music store in woodburn, indiana']",folkcraft instruments,"['music store in woodburn, indiana']",in,Retail Trade
22.87,nan,nan,hawg trawf bbq & c,['american restaurant'],hawg trawf restraunt,['american restaurant'],errol nh,Entertainment
377.39,7011.0,lodging hotels motels resorts,hot p b sun set b rec,"['clear with periodic clouds', 'hotel']",hot p b sun set b rec,"['clear with periodic clouds', 'hotel']",los cabos bcs mx,Travel
400.0,nan,nan,glasgow clinic pc,"['family practice physician in glasgow, montana']",glasgow clinic,"['family practice physician in glasgow, montana']",glasgow mt,Health and Community Services
10.81,nan,nan,stadium yamaha,"['motorcycle dealer in irving, texas']",lone star yamaha,"['motorcycle dealer in irving, texas']",irving tx,Retail Trade
26.84,nan,nan,sartell fitness,"['near sartell, mn', '· fitness co rd ⋅ opens fri', '· ave n']",sartell fitness,"['near sartell, mn', '· fitness co rd ⋅ opens fri', '· yoga ave n', '· ave n']",mn,Health and Community Services
