Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
37.63,5993.0,cigar stores and stands,higher ed,"['college · industrial drtemporarily closed', 'literacy program · sage building, jefferson hwy ⋅ opens mon', 'near louisa, va', 'university · e main st']",adult community education,"['literacy program in louisa, virginia']",louisa va,Retail Trade
26.9,5971.0,art dealers or galleries,roberta rogers wat,"['art gallery in the tubac, arizona', 'view all']",roberta rogers watercolors,"['art gallery in the tubac, arizona']",tubac az,Retail Trade
3.7,nan,nan,palisade bagels de,['bagel shop'],palisade bagels and deli,['bagel shop'],fort lee nj,Retail Trade
5.12,nan,nan,"jack pirtle, inc #","['near memphis, tn', 'midtown shopping center, poplar aveclosed ⋅ opens fri', 'jackson aveclosed ⋅ opens fri', 'elvis presley blvdclosed ⋅ opens fri']",jack pirtle fried chicken,"['thomas stclosed ⋅ opens fri', 'near memphis, tn', 'midtown shopping center, poplar aveclosed ⋅ opens fri', 'jackson aveclosed ⋅ opens fri']",memphis tn,Entertainment
1.99,5812.0,restaurants or eating places,yumam afterburner,['restaurant'],afterburner mexican grille restaurant,['restaurant'],yuma az,Entertainment
23.0,nan,nan,dorada bakery,['mexican restaurant'],dorada restaurant and bakery,['mexican restaurant'],garden grove ca,Entertainment
3.0,nan,nan,b & w corner store,['convenience store'],b and w corner,['convenience store'],harrisburg pa,Retail Trade
88.28,7011.0,lodging hotels motels resorts,super  the dalles,['hotel'],super 8 by wyndham,['hotel'],the dalles or,Travel
82.0,8062.0,hospitals,mrmc non patient,"['hospital in durango, colorado']",mrmc,"['hospital in durango, colorado', 'family practice physician · e st ⋅ opens fri', 'near mercy regional medical center: emergency room, three springs blvd, durango, co', 'hospital · three springs blvdopen hours', 'family practice physician · mercado st ⋅ opens fri']",durango co,Health and Community Services
100.0,8111.0,attorneys or legal services,vescio law firm pc,"['family law attorney in glendale, arizona']",vescio law firm pc,"['family law attorney in glendale, arizona']",az,"Trade, Professional and Personal Services"
5.29,nan,nan,volt vapes,"['electronics store in boise, idaho']",vapors alley,"['vaporizer store in boise, idaho']",boise id,Retail Trade
105.96,5521.0,automobile and truck dealers (used only),earl stewart agency,"['toyota dealer in lake park, florida']",earl stewart toyota,"['toyota dealer in lake park, florida']",lake park fl,Retail Trade
32.89,nan,nan,wray's chalet,['grocery store'],wrays pharmacy,"['pharmacy in yakima, washington']",yakima wa,Retail Trade
2.18,5814.0,fast food restaurants,wpcafeatsony,['view all'],wpcafeatsony,['view all'],los angeles ca,Entertainment
41.05,8398.0,charitable or social services organizations,african bible colleges,[],african bible colleges,[],ms,Health and Community Services
15.0,5968.0,continuity/subscription merchant,psi*custom classic tru,[],psi customs,"['auto repair shop in brooklyn, new york']",ny,Retail Trade
300.0,8021.0,dentists or orthodontists,kevin m christ dmd pc,"['dentist in centennial, colorado']",christ kevin m dds,"['dentist in centennial, colorado']",co,Health and Community Services
67.76,5812.0,restaurants or eating places,bedis indian restaur,['indian restaurant'],bedis,[],south melbour au,Retail Trade
43.51,5812.0,restaurants or eating places,the brickhouse,['sports bar'],the brickhouse,['sports bar'],huntsville al,Entertainment
7.51,5814.0,fast food restaurants,yogurt yuphoria,['frozen yogurt shop'],yogurt yuphoria,['frozen yogurt shop'],englewood co,Entertainment
17.0,7992.0,golf courses -- public,dk gardner mem golf cr,"['golf course in linn county, iowa']",gardner golf course,"['golf course in linn county, iowa']",marion ia,Entertainment
99.0,1711.0,a/c heating or plumbing contractors - sales & installation,cummings plumbing inc,"['plumber in tucson, arizona']",cummings plumbing heating and cooling,"['plumber in tucson, arizona']",az,"Trade, Professional and Personal Services"
48.99,nan,nan,french connection,"['fashion ave', 'lexington ave floorclosed ⋅ opens', 'ave.temporarily closed', 'near new york, ny']",french connection,"['fashion ave', 'lexington ave floorclosed ⋅ opens', 'ave.temporarily closed', 'near new york, ny']",new york ny,Retail Trade
27.0,nan,nan,life style hair,"['beauty salon in san jose, california']",life style hair linda,"['beauty salon in san jose, california']",san jose ca,"Trade, Professional and Personal Services"
203.0,nan,nan,owens & owens pc,"['law firm in jackson, wyoming']",owens law office p.c,"['law firm in jackson, wyoming']",jackson wy,"Trade, Professional and Personal Services"
94.8,5732.0,electronic sales,tubedepot.com,[],tubedepot,"['electronics store in memphis, tennessee']",tn,Retail Trade
6.38,7299.0,misc personal services not elsewhere classified,the key man aaa locksm,"['locksmith in st. george, utah']",the key man aaa locksmith,"['locksmith in st. george, utah']",st george ut,"Trade, Professional and Personal Services"
86.47,nan,nan,vegas royalty,"['clothing store · delancey dr suite ⋅ opens fri', 'clothing store · s las vegas blvdclosed ⋅ opens fri', 'near vegas royalty, delancey dr suite las vegas, nv', 'car rental agency · dean martin dr ⋅ opens fri']",vegas royalty,"['clothing store · delancey dr suite ⋅ opens fri', 'clothing store · s las vegas blvdclosed ⋅ opens fri', 'near vegas royalty, delancey dr suite las vegas, nv', 'car rental agency · dean martin dr ⋅ opens fri']",las vegas nv,Retail Trade
58.0,7230.0,barber or beauty shops,rhonda pytlinski,['view all'],rhonda pytlinski,['view all'],fort collins co,"Trade, Professional and Personal Services"
6.0,nan,nan,hookah paradise,[],hookah paradise,[],carol stream il,Retail Trade
57.54,5812.0,restaurants or eating places,lucky lou's,['bar & grill'],lucky lous,['bar & grill'],mesa az,Entertainment
43.0,nan,nan,gator's dockside o,['restaurant'],gators dockside,['restaurant'],deland fl,Entertainment
576.0,nan,nan,envision physical,"['physical therapist in lake mary, florida']",envision physical therapy,"['physical therapist in lake mary, florida']",lake mary fl,Health and Community Services
91.35,nan,nan,la taza cafe & bak,['salvadoran restaurant'],la taza cafe and bakery,['salvadoran restaurant'],woodbridge va,Entertainment
25.0,8011.0,doctors or physicians,david a schwartz do md,"['internist in glen burnie, maryland']",schwartz david a do,"['internist in glen burnie, maryland']",glen burnie md,Health and Community Services
152.63,5963.0,door-to-door sales or direct selling establishments,gcc   martha quintero,[],gcc,"['community college in glendale, arizona']",az,"Trade, Professional and Personal Services"
22.26,nan,nan,kwik stop,['convenience store'],forty five kwik stop,['convenience store'],rice tx,Retail Trade
176.0,7299.0,misc personal services not elsewhere classified,friendly paws,"['pet groomer in colorado springs, colorado']",friendly paws grooming,"['pet groomer in colorado springs, colorado']",colorado spri co,"Trade, Professional and Personal Services"
63.46,nan,nan,sea siam,['asian restaurant'],sea siam,['asian restaurant'],miami fl,Entertainment
53.0,7230.0,barber or beauty shops,k * star hair,"['beauty salon in pearland, texas']",k * star hair,"['beauty salon in pearland, texas']",pearland tx,"Trade, Professional and Personal Services"
35.95,5941.0,sporting goods stores,kidd innovative design,"['gun shop in mcqueeney, texas']",kidd innovative design,"['gun shop in mcqueeney, texas']",tx,Retail Trade
15.0,8042.0,ophthalmologists or optometrists,steven d goodrich  md,"['pediatric ophthalmologist in creve coeur, missouri']",goodrich steven d md,"['pediatric ophthalmologist in creve coeur, missouri']",saint louis mo,Health and Community Services
35.0,7230.0,barber or beauty shops,c&r associates,"['tax preparation service in taylorsville, utah', 'view all']",c and r associates,"['tax preparation service in taylorsville, utah']",taylorsville ut,"Trade, Professional and Personal Services"
9.23,5814.0,fast food restaurants,dairy delight,['hamburger restaurant'],dairy,['hamburger restaurant'],tooele ut,Retail Trade
12.47,7216.0,dry cleaners,johnsons,['hotel'],johnsons,"['dry cleaner in newport, wales']",newport gb,Entertainment
32.0,7221.0,photographic studios,photogenic,"['portrait studio in chicago, illinois']",photogenic,"['portrait studio in chicago, illinois']",il,Retail Trade
15.98,5814.0,fast food restaurants,pizza hut call center,"['el salvadorclosed ⋅ opens fri', 's.s, sobre la, av. masferrer nte.closed ⋅ opens fri', 'calle ote., colonia la rábidaclosed ⋅ opens fri', 'near san salvador, el salvador']",pizza hut,"['el salvadorclosed ⋅ opens fri', 's.s, sobre la, av. masferrer nte.closed ⋅ opens fri', 'near san salvador, el salvador', 'sobre blvd. de los heroes, a un costado de mundo feliz rr, blvr. de los heroesclosed ⋅ opens fri']",san salvador sv,Entertainment
45.56,nan,nan,midway novelties &,"['adult entertainment store in berks county, pennsylvania']",adult world,"['adult entertainment store in berks county, pennsylvania']",bethel pa,Retail Trade
29.38,5311.0,department stores,sm department store  c,"['health and beauty shop · ugf sm city cebu north reclamation area, cebu city.open ⋅ closes', 'near cebu city, cebu, philippines', 'department store · sm city cebuopen ⋅ closes', 'department store · ⋅ closes']",sm department store  c,"['health and beauty shop · ugf sm city cebu north reclamation area, cebu city.open ⋅ closes', 'near cebu city, cebu, philippines', 'department store · sm city cebuopen ⋅ closes', 'department store · ⋅ closes']",cebu city ph,Retail Trade
66.0,5812.0,restaurants or eating places,corea galbi korean bbq,"['· $$korean bbq · santa ana, cacloses soon ⋅', '· $$korean bbq · tustin, cacloses soon ⋅', 'near newport beach, ca', 'korean · irvine, caclosed ⋅ opens fri']",corea kalbi korean bbq,[],newport beach ca,Entertainment
3.99,5999.0,miscellaneous & specialty stores,olin avenue market,['grocery store'],olin avenue market,['grocery store'],san jose ca,Retail Trade
81.88,5411.0,grocery stores or supermarkets,lee's family foods,['grocery store'],lees family foods,['grocery store'],peshtigo wi,Retail Trade
19.49,nan,nan,yeticoolers.com,[],yeti coolers,"['warehouse · austin, txclosed ⋅ opens fri', 'sporting goods store · dallas, txclosed ⋅ opens fri', 'saginaw, tx', 'near texas']",tx,"Trade, Professional and Personal Services"
10.94,nan,nan,allen & son bbq,['barbecue restaurant'],allen and son barbeque,['barbecue restaurant'],chapel hill nc,Entertainment
27.4,5812.0,restaurants or eating places,fat city cafe,['breakfast restaurant'],fat city cafe,['breakfast restaurant'],portland or,Entertainment
35.0,nan,nan,nietos pasteleria,['bakery'],nietos panaderia,['bakery'],omaha ne,Retail Trade
70.0,8099.0,medical services and health practitioners (nec),tucson acupuncture,"['acupuncture clinic · e fort lowell rdclosed ⋅ opens fri', 'acupuncture clinic · e broadway blvd ⋅ opens fri', 'acupuncturist · e fort lowell rdclosed ⋅ opens fri', 'near tucson, az']",tucson acupuncture co op,"['acupuncturist in tucson, arizona']",tucson az,Health and Community Services
60.33,5499.0,misc food stores - specialty markets & convenience,chics grocery,['convenience store'],chics grocery,['convenience store'],south dos pal ca,Retail Trade
25.31,5812.0,restaurants or eating places,inka fest,['restaurant'],inka fest,['restaurant'],mesa az,Entertainment
8.0,5812.0,restaurants or eating places,howard wang's uptown,['chinese restaurant'],howard wangs uptown,['chinese restaurant'],dallas tx,Entertainment
2.99,nan,nan,tjs frozen yogurt,['frozen yogurt shop'],tjs frozen yogurt and gourmet coffee,['frozen yogurt shop'],san angelo tx,Retail Trade
105.0,8041.0,chiropractors,westporte village chir,"['shopping mall in glendale, arizona']",westporte village chir,"['shopping mall in glendale, arizona']",glendale az,Health and Community Services
45.55,5813.0,alcoholic beverages drinking places - bars nightclubs etc,starkeys,"['park · la jolla, cacloses soon ⋅', 'psychotherapist · el camino real ste ⋅ opens fri', 'near starkeys bbq, mission blvd, san diego, ca', 'hearing aid store · el cajon blvdclosed ⋅ opens tue']",starkeys bbq,['sandwich shop'],san diego ca,Entertainment
67.0,5631.0,women's accessory and specialty shops,nancy meyer lingerie,[],nancy meyer,[],wa,Retail Trade
30.0,nan,nan,pnc chanhassen cli,"['medical clinic in chanhassen, minnesota']",park nicollet clinic,"['medical clinic in chanhassen, minnesota']",chanhassen mn,Health and Community Services
26.61,5812.0,restaurants or eating places,chuy's cool springs,['mexican restaurant'],chuys,['mexican restaurant'],franklin tn,Entertainment
47.24,nan,nan,pop champagne,['wine bar'],pop champagne bar and restaurant,['wine bar'],pasadena ca,Entertainment
22.0,5812.0,restaurants or eating places,gb san tan,"['near san tan, gilbert, az', 'shopping mall · e williams field rd suite ⋅ opens fri', 'apartment rental agency · s santan village pkwyclosed ⋅ opens fri', 'shopping mall · s market stclosed ⋅ opens fri']",santan village,['shopping mall'],gilbert az,Retail Trade
42.96,5499.0,misc food stores - specialty markets & convenience,"lindberg nutrition, in",['health food store'],lindberg nutrition,['health food store'],torrance ca,Retail Trade
20.04,5542.0,automated fuel dispensers,lawrence & marine,"['upholstery shop in chicago, illinois', 'open in maps']",lawrence auto marine trim,"['upholstery shop in chicago, illinois']",chicago il,Retail Trade
